date,Na,Mg,K,Ca,Cl,NO3,SO4,Na_MS,Mg_MS,K_MS,Ca_MS,comments_IC,comments_MS
2017-03-06T17:20:00Z,3.232,4.209,NA,64.711,NA,1.751,17.637,NA,NA,NA,NA,NA,NA
2017-03-06T18:20:00Z,3.268,4.241,1.112,64.043,0.559,1.771,17.74,NA,NA,NA,NA,NA,NA
2017-03-06T19:20:00Z,NA,NA,NA,NA,0.563,1.788,17.457,NA,NA,NA,NA,NA,NA
2017-03-06T21:20:00Z,3.154,4.194,1.101,63.4,0.571,1.779,17.433,NA,NA,NA,NA,NA,NA
2017-03-06T22:20:00Z,3.162,4.238,NA,63.785,0.572,1.815,16.462,NA,NA,NA,NA,NA,NA
2017-03-06T23:20:00Z,3.128,3.996,NA,63.603,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-07T01:20:00Z,2.925,4.017,1.06,62.069,0.558,1.879,16.737,NA,NA,NA,NA,NA,NA
2017-03-07T02:20:00Z,2.942,4.173,1.072,62.157,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-07T03:20:00Z,3.052,4.131,1.076,63.827,0.556,1.869,17.655,NA,NA,NA,NA,NA,NA
2017-03-07T05:20:00Z,3.198,4.319,1.109,65.39,0.554,1.887,18.253,NA,NA,NA,NA,NA,NA
2017-03-07T06:20:00Z,3.24,4.368,1.133,65.791,0.553,1.875,18.577,NA,NA,NA,NA,NA,NA
2017-03-07T07:20:00Z,3.267,4.44,1.187,66.166,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-07T09:20:00Z,3.37,4.461,1.208,66.853,0.558,1.84,19.025,NA,NA,NA,NA,NA,NA
2017-03-07T10:20:00Z,3.409,4.477,1.155,67.162,0.56,1.819,19.158,NA,NA,NA,NA,NA,NA
2017-03-07T11:20:00Z,3.44,4.539,NA,67.411,0.562,1.836,19.168,NA,NA,NA,NA,NA,NA
2017-03-07T12:50:00Z,3.459,4.523,1.156,68.477,0.567,1.797,19.227,NA,NA,NA,NA,NA,NA
2017-03-07T13:20:00Z,3.509,4.512,NA,67.447,0.568,1.796,19.761,NA,NA,NA,NA,NA,NA
2017-03-07T14:20:00Z,3.478,4.522,1.146,67.761,0.574,1.797,19.199,NA,NA,NA,NA,NA,NA
2017-03-07T15:20:00Z,3.558,4.525,NA,68.075,0.579,1.809,19.361,NA,NA,NA,NA,NA,NA
2017-03-07T17:20:00Z,3.452,NA,1.136,69.911,0.573,1.788,19.16,NA,NA,NA,NA,NA,NA
2017-03-07T17:50:00Z,3.481,4.543,1.155,67.814,0.574,1.783,19.297,NA,NA,NA,NA,NA,NA
2017-03-07T18:20:00Z,3.513,4.544,NA,68.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-07T18:50:00Z,3.557,4.563,1.146,68.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-07T19:20:00Z,3.528,4.605,1.172,69.073,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-07T19:50:00Z,3.565,4.577,NA,68.554,0.57,1.769,19.748,NA,NA,NA,NA,NA,NA
2017-03-07T20:50:00Z,3.567,4.609,1.157,68.943,0.578,1.767,19.608,NA,NA,NA,NA,NA,NA
2017-03-07T21:20:00Z,3.567,4.601,1.157,69.379,0.577,1.767,19.668,NA,NA,NA,NA,NA,NA
2017-03-07T21:50:00Z,NA,4.61,1.17,69.028,0.575,1.763,19.689,NA,NA,NA,NA,anomalous value,NA
2017-03-07T22:50:00Z,3.594,4.626,1.174,69.119,0.582,1.785,19.72,NA,NA,NA,NA,NA,NA
2017-03-07T23:50:00Z,3.603,4.653,NA,69.362,0.606,1.818,19.933,NA,NA,NA,NA,NA,NA
2017-03-08T01:20:00Z,3.633,4.661,NA,70.228,0.595,1.86,19.98,NA,NA,NA,NA,NA,NA
2017-03-08T02:20:00Z,NA,NA,NA,NA,0.567,1.806,NA,NA,NA,NA,NA,NA,NA
2017-03-08T03:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-08T05:30:00Z,3.63,4.628,1.167,70.59,0.586,1.794,20.055,NA,NA,NA,NA,NA,NA
2017-03-08T06:30:00Z,3.634,4.657,1.163,70.023,0.588,1.802,20.232,NA,NA,NA,NA,NA,NA
2017-03-08T07:30:00Z,3.698,4.717,1.163,69.947,0.589,1.8,NA,NA,NA,NA,NA,NA,NA
2017-03-08T09:00:00Z,3.764,4.682,NA,70.411,0.585,1.788,20.624,NA,NA,NA,NA,NA,NA
2017-03-08T09:30:00Z,3.702,4.703,1.187,71.532,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-08T10:00:00Z,3.703,4.713,1.167,70.828,NA,1.762,20.622,NA,NA,NA,NA,NA,NA
2017-03-08T10:30:00Z,NA,4.795,NA,70.943,0.587,1.774,20.655,NA,NA,NA,NA,anomalous value,NA
2017-03-08T11:00:00Z,NA,NA,NA,NA,0.585,1.753,20.562,NA,NA,NA,NA,NA,NA
2017-03-08T12:00:00Z,3.843,4.716,1.209,70.45,0.591,1.753,20.611,NA,NA,NA,NA,NA,NA
2017-03-08T13:00:00Z,3.913,4.727,1.171,70.285,0.595,1.727,20.626,NA,NA,NA,NA,NA,NA
2017-03-08T13:30:00Z,3.766,4.694,NA,70.1,0.587,1.718,20.394,NA,NA,NA,NA,NA,NA
2017-03-08T14:00:00Z,3.743,4.705,1.173,69.866,0.588,1.715,20.373,NA,NA,NA,NA,NA,NA
2017-03-08T14:30:00Z,3.726,4.628,NA,69.057,0.582,1.692,20.202,NA,NA,NA,NA,NA,NA
2017-03-08T16:30:00Z,NA,4.641,NA,69.122,0.586,1.965,20.032,NA,NA,NA,NA,anomalous value,NA
2017-03-08T17:30:00Z,3.665,4.597,NA,68.914,0.595,1.715,19.845,NA,NA,NA,NA,NA,NA
2017-03-08T18:00:00Z,3.623,4.542,1.148,68.448,0.586,1.707,19.685,NA,NA,NA,NA,NA,NA
2017-03-08T19:00:00Z,3.548,4.465,1.153,67.714,0.592,1.732,19.281,NA,NA,NA,NA,NA,NA
2017-03-08T21:00:00Z,3.225,4.06,1.103,62.92,0.612,1.846,17.309,NA,NA,NA,NA,NA,NA
2017-03-08T22:00:00Z,2.968,3.724,1.012,58.963,0.627,2.333,15.623,NA,NA,NA,NA,NA,NA
2017-03-08T23:00:00Z,2.258,3.021,NA,49.06,0.618,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-09T01:00:00Z,1.657,2.312,0.832,38.002,0.611,2.403,9.303,NA,NA,NA,NA,NA,NA
2017-03-09T02:00:00Z,1.53,2.118,0.817,35.106,0.584,2.383,7.646,NA,NA,NA,NA,NA,NA
2017-03-09T03:00:00Z,1.404,1.982,NA,33.274,0.553,2.3,6.745,NA,NA,NA,NA,NA,NA
2017-03-09T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T06:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T07:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-09T11:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T13:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T14:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T16:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T17:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T18:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T20:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T21:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-09T22:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T00:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T01:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T02:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T04:50:00Z,NA,NA,NA,NA,NA,NA,8.913,NA,NA,NA,NA,NA,NA
2017-03-10T05:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T06:50:00Z,0.816,1.53,0.613,23.254,0.224,0.753,3.52,NA,NA,NA,NA,NA,NA
2017-03-10T08:50:00Z,NA,0.965,0.414,15.07,0.177,0.576,2.922,NA,NA,NA,NA,anomalous value,NA
2017-03-10T09:20:00Z,0.822,1.469,0.61,24.351,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-10T09:50:00Z,0.929,1.72,0.697,28.312,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T10:20:00Z,NA,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T10:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T11:20:00Z,0.964,1.749,0.73,28.602,0.3,0.821,4.619,NA,NA,NA,NA,NA,NA
2017-03-10T12:20:00Z,0.98,1.796,0.703,29.527,0.267,0.836,5.025,NA,NA,NA,NA,NA,NA
2017-03-10T12:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-10T13:20:00Z,1,1.776,0.678,28.968,0.262,0.826,4.831,NA,NA,NA,NA,NA,NA
2017-03-10T13:50:00Z,NA,NA,NA,NA,0.227,0.716,4.217,NA,NA,NA,NA,anomalous value,NA
2017-03-10T14:20:00Z,NA,1.673,0.612,26.493,0.241,0.765,4.5,NA,NA,NA,NA,NA,NA
2017-03-10T14:50:00Z,NA,NA,NA,NA,0.233,0.738,4.293,NA,NA,NA,NA,anomalous value,NA
2017-03-10T15:20:00Z,1.034,1.676,0.675,27.835,0.252,0.809,4.681,NA,NA,NA,NA,NA,NA
2017-03-10T16:20:00Z,1.158,1.732,0.666,28.574,0.255,0.811,4.833,NA,NA,NA,NA,NA,NA
2017-03-10T16:50:00Z,NA,1.549,0.57,25.143,0.239,0.757,4.577,NA,NA,NA,NA,NA,NA
2017-03-10T17:20:00Z,1.319,1.68,0.621,27.318,0.252,0.797,4.824,NA,NA,NA,NA,NA,NA
2017-03-10T17:50:00Z,1.204,1.716,0.709,28.261,0.255,0.808,4.925,NA,NA,NA,NA,NA,NA
2017-03-10T18:50:00Z,NA,1.577,0.614,27.095,0.256,0.793,4.927,NA,NA,NA,NA,anomalous value,NA
2017-03-10T19:20:00Z,1.183,1.742,0.637,28.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-10T20:20:00Z,1.207,1.817,0.656,29.394,0.271,0.803,5.155,NA,NA,NA,NA,NA,NA
2017-03-10T20:50:00Z,NA,1.681,0.585,26.387,0.282,0.789,5.122,NA,NA,NA,NA,NA,NA
2017-03-10T21:20:00Z,NA,1.512,0.555,24.036,0.264,0.799,5.17,NA,NA,NA,NA,anomalous value,NA
2017-03-10T21:50:00Z,NA,1.51,0.535,24.181,0.259,0.777,5.149,NA,NA,NA,NA,anomalous value,NA
2017-03-11T12:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-13T16:30:00Z,2.521,3.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-13T17:00:00Z,2.525,3.782,1.164,58.906,0.518,1.406,13.607,NA,NA,NA,NA,NA,NA
2017-03-13T17:30:00Z,2.49,NA,1.164,59.708,0.508,1.39,13.382,NA,NA,NA,NA,anomalous value,NA
2017-03-13T18:00:00Z,2.478,3.711,1.131,57.537,0.502,1.386,13.236,NA,NA,NA,NA,NA,NA
2017-03-13T18:30:00Z,2.444,3.712,NA,56.999,0.496,1.387,13.175,1186.547,1728.017,595.288,NA,anomalous value,NA
2017-03-13T19:00:00Z,2.421,3.582,NA,56.052,0.483,1.345,12.816,NA,NA,NA,NA,anomalous value,NA
2017-03-13T19:30:00Z,2.44,3.662,NA,57.004,0.508,1.375,13.251,NA,NA,NA,NA,anomalous value,NA
2017-03-13T20:30:00Z,2.465,3.671,1.118,58.764,0.501,1.413,13.33,1154.621,1662.4,594.055,NA,NA,NA
2017-03-13T21:00:00Z,2.468,3.676,1.116,57.342,0.5,1.417,13.375,NA,NA,NA,NA,NA,NA
2017-03-13T21:30:00Z,2.479,3.702,1.097,57.672,0.499,1.422,13.436,NA,NA,NA,NA,NA,NA
2017-03-13T22:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-13T22:30:00Z,2.502,3.729,1.13,57.945,0.497,1.425,13.516,1224.471,1770.736,613.755,NA,NA,NA
2017-03-13T23:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-13T23:30:00Z,2.527,3.752,1.134,58.504,0.499,1.432,13.615,NA,NA,NA,NA,NA,NA
2017-03-14T00:30:00Z,2.533,3.78,NA,59.134,0.496,1.413,13.57,1198.065,1728.155,604.105,NA,NA,NA
2017-03-14T01:00:00Z,2.519,3.819,1.126,58.807,0.492,1.405,13.572,NA,NA,NA,NA,NA,NA
2017-03-14T01:30:00Z,NA,3.831,1.173,59.344,0.503,1.434,13.827,NA,NA,NA,NA,anomalous value,NA
2017-03-14T02:00:00Z,2.582,3.855,NA,60.054,0.503,1.432,13.873,NA,NA,NA,NA,NA,NA
2017-03-14T02:30:00Z,2.59,3.876,1.151,59.788,0.503,1.427,13.861,1285.865,1885.503,616.696,NA,NA,NA
2017-03-14T03:00:00Z,2.593,3.868,1.15,61.147,0.505,1.43,13.964,NA,NA,NA,NA,NA,NA
2017-03-14T03:30:00Z,2.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-14T04:30:00Z,2.634,3.956,1.143,60.49,0.51,1.425,14.112,1342.812,1964.452,653.662,NA,NA,NA
2017-03-14T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-14T05:30:00Z,2.656,3.934,NA,60.635,0.511,1.421,14.215,NA,NA,NA,NA,NA,NA
2017-03-14T06:00:00Z,2.677,3.964,1.14,61.002,0.512,1.421,14.317,NA,NA,NA,NA,NA,NA
2017-03-14T06:30:00Z,2.681,3.954,1.143,61.718,0.509,1.407,14.268,1309.757,1904.663,622.789,NA,NA,NA
2017-03-14T07:00:00Z,NA,3.966,1.168,61.412,0.508,1.4,14.293,NA,NA,NA,NA,anomalous value,NA
2017-03-14T07:30:00Z,NA,3.985,1.151,61.379,0.515,1.416,14.462,NA,NA,NA,NA,anomalous value,NA
2017-03-14T08:30:00Z,NA,4.036,NA,61.874,0.519,1.412,14.581,1276.997,1843.195,606.872,NA,NA,NA
2017-03-14T09:00:00Z,2.737,4.041,1.159,61.985,0.519,1.407,14.657,NA,NA,NA,NA,NA,NA
2017-03-14T09:30:00Z,NA,4.03,1.154,61.967,0.519,1.403,14.695,NA,NA,NA,NA,anomalous value,NA
2017-03-14T10:00:00Z,2.755,4.071,1.164,62.52,0.519,1.397,14.747,NA,NA,NA,NA,NA,NA
2017-03-14T10:30:00Z,NA,NA,1.141,61.95,0.518,1.385,14.709,1402.997,2014.509,660.929,NA,anomalous value,NA
2017-03-14T11:00:00Z,2.776,4.082,1.171,63.074,0.524,1.397,14.876,NA,NA,NA,NA,NA,NA
2017-03-14T11:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-14T12:30:00Z,2.808,4.119,1.183,63.009,0.529,1.391,15.062,1438.48,2089.817,662.09,NA,NA,NA
2017-03-14T13:00:00Z,2.78,4.122,1.183,62.967,0.529,1.388,15.108,NA,NA,NA,NA,NA,NA
2017-03-14T13:30:00Z,2.821,4.117,1.167,62.976,0.527,1.38,15.093,NA,NA,NA,NA,NA,NA
2017-03-14T14:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-14T14:30:00Z,2.809,4.076,1.192,62.779,0.526,1.373,15.064,1445.266,2084.767,675.722,NA,NA,NA
2017-03-14T15:00:00Z,2.774,4.034,1.18,62.453,0.522,1.366,14.979,NA,NA,NA,NA,NA,NA
2017-03-14T15:30:00Z,2.754,4.016,1.159,61.884,0.518,1.361,14.803,NA,NA,NA,NA,NA,NA
2017-03-14T16:30:00Z,2.705,3.891,1.157,59.765,0.503,1.334,14.287,1232.137,1752.66,597.276,NA,NA,NA
2017-03-14T17:00:00Z,NA,3.802,1.145,59.838,0.492,1.321,13.972,NA,NA,NA,NA,anomalous value,NA
2017-03-14T17:30:00Z,2.534,3.715,NA,58.331,0.479,1.304,13.644,NA,NA,NA,NA,NA,NA
2017-03-14T18:00:00Z,2.502,3.649,1.086,57.297,0.471,1.304,13.46,NA,NA,NA,NA,NA,NA
2017-03-14T18:30:00Z,2.479,3.629,1.1,56.945,0.471,1.324,13.398,1279.611,1846.125,623.234,NA,NA,NA
2017-03-14T19:00:00Z,2.462,3.6,1.079,56.309,0.463,1.319,13.239,NA,NA,NA,NA,NA,NA
2017-03-14T19:30:00Z,2.506,3.552,NA,55.615,0.444,1.276,12.806,NA,NA,NA,NA,NA,NA
2017-03-14T20:30:00Z,2.482,3.569,1.068,55.828,NA,NA,NA,1071.501,1505.321,523.73,NA,NA,NA
2017-03-14T21:00:00Z,2.541,3.616,NA,56.856,0.456,1.341,13.199,NA,NA,NA,NA,NA,NA
2017-03-14T21:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-14T22:00:00Z,2.507,3.659,1.096,57.068,0.461,1.359,13.351,NA,NA,NA,NA,NA,NA
2017-03-14T22:30:00Z,2.531,3.705,1.085,57.902,0.467,1.378,13.54,1251.269,1805.429,597.63,NA,NA,NA
2017-03-14T23:00:00Z,2.54,3.739,1.121,57.901,0.47,1.384,13.615,NA,NA,NA,NA,NA,NA
2017-03-14T23:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-15T00:30:00Z,2.575,3.764,1.099,59.461,0.468,1.358,13.607,1257.567,1801.058,588.8,NA,NA,NA
2017-03-15T01:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-03-15T01:30:00Z,2.614,3.813,1.118,59.288,0.479,1.387,13.912,NA,NA,NA,NA,NA,NA
2017-03-15T02:00:00Z,2.612,3.826,1.103,58.804,0.473,1.364,13.812,NA,NA,NA,NA,NA,NA
2017-03-15T02:30:00Z,2.647,3.865,1.134,59.476,0.484,1.389,14.052,1254.098,1775.088,589.524,NA,NA,NA
2017-03-15T03:00:00Z,2.667,3.946,NA,59.775,0.484,1.384,14.106,NA,NA,NA,NA,NA,NA
2017-03-15T03:30:00Z,2.673,3.896,1.118,59.973,0.485,1.382,14.156,NA,NA,NA,NA,NA,NA
2017-03-15T04:30:00Z,2.704,3.929,1.129,60.288,0.49,1.378,14.257,1214.045,1706.682,556.25,NA,NA,NA
2017-03-15T05:00:00Z,2.754,3.945,1.156,60.682,0.492,1.379,14.351,NA,NA,NA,NA,NA,NA
2017-03-15T05:30:00Z,2.708,3.945,1.129,60.615,0.492,1.368,14.35,NA,NA,NA,NA,NA,NA
2017-03-15T06:00:00Z,2.472,3.69,1.047,56.647,0.454,1.258,13.373,NA,NA,NA,NA,NA,NA
2017-03-15T06:30:00Z,NA,NA,NA,NA,NA,NA,NA,1034.404,1472.044,461.276,NA,anomalous value,NA
2017-03-15T07:00:00Z,2.364,3.417,0.964,52.463,0.372,1.006,10.946,NA,NA,NA,NA,NA,NA
2017-03-15T07:30:00Z,2.339,3.272,0.922,49.903,0.361,0.97,10.614,NA,NA,NA,NA,NA,NA
2017-03-15T08:30:00Z,1.978,2.829,NA,43.56,0.344,0.909,10.124,1098.738,1559.898,493.607,NA,NA,NA
2017-03-15T09:00:00Z,1.956,2.759,0.765,42.063,0.336,0.885,9.883,NA,NA,NA,NA,NA,NA
2017-03-15T09:30:00Z,2,2.687,0.755,41.498,0.333,0.871,9.866,NA,NA,NA,NA,NA,NA
2017-03-15T10:00:00Z,2.178,2.603,0.745,41.45,0.334,0.87,9.891,NA,NA,NA,NA,NA,NA
2017-03-15T10:30:00Z,NA,NA,NA,NA,NA,NA,NA,890.458,1232.882,389.505,NA,anomalous value,NA
2017-03-15T11:00:00Z,2.283,2.589,0.732,40.272,0.325,0.837,9.641,NA,NA,NA,NA,NA,NA
2017-03-15T11:30:00Z,1.891,2.672,0.749,41.619,0.329,0.846,9.78,NA,NA,NA,NA,NA,NA
2017-03-15T12:30:00Z,NA,NA,NA,NA,NA,NA,NA,1092.168,1537.056,476.84,NA,NA,NA
2017-03-15T13:00:00Z,1.922,2.758,0.755,41.339,0.333,0.844,9.928,NA,NA,NA,NA,NA,NA
2017-03-15T13:30:00Z,1.977,2.786,0.782,42.899,0.349,0.88,10.346,NA,NA,NA,NA,NA,NA
2017-03-15T14:30:00Z,NA,2.61,0.748,38.722,0.323,0.815,9.676,1087.987,1484.45,487.394,NA,anomalous value,NA
2017-03-15T15:00:00Z,NA,2.411,0.685,36.8,0.306,0.775,9.091,NA,NA,NA,NA,anomalous value,NA
2017-03-15T15:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-15T17:00:00Z,2.005,2.437,0.707,38.124,0.305,0.821,8.941,NA,NA,NA,NA,NA,NA
2017-03-15T18:00:00Z,1.672,2.236,0.686,36.333,0.284,0.799,8.33,NA,NA,NA,NA,NA,NA
2017-03-15T19:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-15T19:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-15T21:00:00Z,1.821,2.185,0.66,33.906,0.276,0.842,8.204,NA,NA,NA,NA,NA,NA
2017-03-15T22:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-15T23:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-16T00:30:00Z,1.949,2.415,0.67,34.758,0.289,0.853,8.377,953.575,1328.119,455.701,NA,NA,NA
2017-03-16T01:00:00Z,2.337,2.254,0.672,34.554,0.296,0.873,8.649,NA,NA,NA,NA,NA,NA
2017-03-16T01:30:00Z,NA,NA,NA,NA,0.293,0.861,8.556,NA,NA,NA,NA,NA,NA
2017-03-16T02:00:00Z,NA,NA,NA,NA,0.299,0.874,8.742,NA,NA,NA,NA,NA,NA
2017-03-16T02:30:00Z,NA,NA,NA,NA,0.294,0.855,8.592,1023.172,1448.416,479.451,NA,NA,NA
2017-03-16T03:00:00Z,NA,2.089,0.674,31.007,0.295,0.855,8.664,NA,NA,NA,NA,anomalous value,NA
2017-03-16T03:30:00Z,NA,NA,NA,NA,0.3,0.862,8.826,NA,NA,NA,NA,NA,NA
2017-03-16T04:30:00Z,2.532,2.352,0.674,35.937,0.306,0.863,8.941,1089.756,1533.918,498.878,NA,NA,NA
2017-03-16T05:00:00Z,NA,NA,NA,NA,0.303,0.858,8.932,NA,NA,NA,NA,NA,NA
2017-03-16T05:30:00Z,NA,NA,NA,NA,0.302,0.85,8.863,NA,NA,NA,NA,NA,NA
2017-03-16T06:30:00Z,NA,NA,NA,NA,0.302,0.843,8.883,1075.981,1498.424,489.365,NA,NA,NA
2017-03-16T07:00:00Z,NA,2.177,0.636,33.986,0.308,0.852,9.017,NA,NA,NA,NA,anomalous value,NA
2017-03-16T07:30:00Z,NA,1.962,NA,29.144,0.302,0.831,8.853,NA,NA,NA,NA,anomalous value,NA
2017-03-16T08:30:00Z,NA,1.856,0.463,25.431,0.304,0.823,8.99,963.376,1334.752,440.767,NA,anomalous value,NA
2017-03-17T18:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-17T19:30:00Z,1.912,2.807,NA,NA,0.38,1.285,9.655,NA,NA,NA,NA,NA,NA
2017-03-17T20:30:00Z,1.892,2.884,1.001,44.863,0.382,1.275,9.385,901.655,1268.898,525.628,NA,NA,NA
2017-03-17T21:00:00Z,1.887,2.884,1,44.948,0.381,1.276,9.348,NA,NA,NA,NA,NA,NA
2017-03-17T21:30:00Z,1.876,2.884,0.999,44.943,0.381,1.269,9.268,NA,NA,NA,NA,NA,NA
2017-03-17T22:00:00Z,1.892,2.903,1.011,45.22,0.384,1.271,9.268,NA,NA,NA,NA,NA,NA
2017-03-17T22:30:00Z,1.882,2.906,1.005,45.303,0.385,1.265,9.252,925.75,1323.22,523.043,NA,NA,NA
2017-03-17T23:00:00Z,1.893,2.93,1.012,45.57,0.389,1.267,9.298,NA,NA,NA,NA,NA,NA
2017-03-17T23:30:00Z,1.917,2.942,1.024,45.801,0.402,1.268,9.335,NA,NA,NA,NA,NA,NA
2017-03-18T00:30:00Z,1.937,3.008,1.043,46.601,0.406,1.267,9.476,1031.011,1492.369,588.908,NA,NA,NA
2017-03-18T01:00:00Z,1.936,3.011,1.037,46.841,0.403,1.265,9.539,NA,NA,NA,NA,NA,NA
2017-03-18T01:30:00Z,1.94,3.029,1.034,47.078,0.401,1.262,9.604,NA,NA,NA,NA,NA,NA
2017-03-18T02:00:00Z,1.96,3.062,1.046,47.523,0.402,1.268,9.718,NA,NA,NA,NA,NA,NA
2017-03-18T02:30:00Z,1.964,3.068,1.046,47.632,0.403,1.268,9.78,1042.389,1521.837,572.846,NA,NA,NA
2017-03-18T03:00:00Z,1.966,3.076,1.04,47.708,0.401,1.264,9.827,NA,NA,NA,NA,NA,NA
2017-03-18T03:30:00Z,1.974,3.088,1.049,47.913,0.4,1.266,9.892,NA,NA,NA,NA,NA,NA
2017-03-18T04:30:00Z,1.998,3.131,1.056,48.579,0.403,1.277,10.072,965.657,1383.962,538.257,NA,NA,NA
2017-03-18T05:00:00Z,2.008,3.15,1.055,48.705,0.403,1.279,10.13,NA,NA,NA,NA,NA,NA
2017-03-18T05:30:00Z,2.013,3.157,1.05,48.956,0.403,1.28,10.173,NA,NA,NA,NA,NA,NA
2017-03-18T06:00:00Z,2.008,3.158,1.063,49.086,0.402,1.279,10.206,NA,NA,NA,NA,NA,NA
2017-03-18T06:30:00Z,2.024,3.192,1.057,49.401,0.402,1.287,10.281,1000.945,1466.147,548.493,NA,NA,NA
2017-03-18T07:30:00Z,NA,NA,1.057,NA,NA,NA,NA,1071.236,1529.84,664.435,NA,anomalous value,NA
2017-03-18T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,976.297,1405.63,555.033,NA,anomalous value,NA
2017-03-18T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,929.448,1352.79,517.007,NA,anomalous value,NA
2017-03-18T11:00:00Z,NA,NA,NA,NA,NA,NA,NA,879.908,1280.513,491.991,NA,anomalous value,NA
