date,Na,Mg,K,Ca,Cl,NO3,SO4,Na_MS,Mg_MS,K_MS,Ca_MS,comments_IC,comments_MS
2017-10-18T22:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-18T23:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-18T23:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T00:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T00:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T01:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T02:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-19T02:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T03:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T03:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T04:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T04:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T05:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T06:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-19T06:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T07:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T07:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T08:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T08:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T09:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System-Test with Nanopure,NA
2017-10-19T10:10:00Z,3.193,NA,0.852,52.858,NA,NA,11.068,3460.245,3413.934,840.185,37000.109,memory effect,NA
2017-10-19T10:40:00Z,3.2,3.696,0.878,54.3,0.387,0.613,11.122,NA,NA,NA,NA,NA,NA
2017-10-19T11:10:00Z,3.238,3.707,0.862,54.288,0.385,0.61,11.138,NA,NA,NA,NA,NA,NA
2017-10-19T11:40:00Z,3.232,3.729,0.904,54.769,NA,NA,11.184,NA,NA,NA,NA,memory effect,NA
2017-10-19T12:10:00Z,3.22,3.716,0.896,54.717,0.385,0.612,11.125,3505.909,3457.539,861.938,37950.336,NA,NA
2017-10-19T12:40:00Z,3.209,3.709,0.876,54.447,0.383,0.608,11.124,NA,NA,NA,NA,NA,NA
2017-10-19T13:10:00Z,3.234,3.704,0.876,54.612,NA,NA,11.185,NA,NA,NA,NA,memory effect,NA
2017-10-19T14:10:00Z,3.223,NA,0.894,54.297,0.388,0.614,11.202,3554.01,3636.64,891.644,38206.675,memory effect,NA
2017-10-19T14:40:00Z,3.225,3.702,0.888,54.659,NA,NA,11.174,NA,NA,NA,NA,memory effect,NA
2017-10-19T15:10:00Z,3.233,3.692,0.901,54.779,0.388,0.613,11.224,NA,NA,NA,NA,NA,NA
2017-10-19T15:40:00Z,3.24,3.713,0.895,54.523,0.387,0.614,11.238,NA,NA,NA,NA,NA,NA
2017-10-19T16:10:00Z,3.232,3.711,0.901,54.573,NA,NA,11.305,3525.465,3484.119,875.994,37899.357,memory effect,NA
2017-10-19T16:40:00Z,3.237,3.706,0.888,54.54,0.388,0.612,11.249,NA,NA,NA,NA,NA,NA
2017-10-19T17:10:00Z,3.267,3.736,0.911,54.832,0.388,0.614,11.326,NA,NA,NA,NA,NA,NA
2017-10-19T18:10:00Z,3.215,NA,0.891,54.362,0.39,0.617,11.293,3554.294,3593.48,891.816,38384.997,memory effect,NA
2017-10-19T18:40:00Z,3.239,3.733,0.892,54.723,0.386,0.617,11.295,NA,NA,NA,NA,NA,NA
2017-10-19T19:10:00Z,3.248,3.723,0.889,54.695,NA,NA,11.407,NA,NA,NA,NA,memory effect,NA
2017-10-19T19:40:00Z,3.232,3.692,0.893,54.28,0.388,0.62,11.286,NA,NA,NA,NA,NA,NA
2017-10-19T20:10:00Z,3.225,3.707,0.89,54.527,0.385,0.62,11.323,3525.141,3442.776,862.054,37976.041,NA,NA
2017-10-19T20:40:00Z,3.231,3.698,0.885,54.425,NA,NA,11.337,NA,NA,NA,NA,memory effect,NA
2017-10-19T21:10:00Z,3.224,3.697,0.884,54.359,0.387,0.621,11.331,NA,NA,NA,NA,NA,NA
2017-10-19T22:10:00Z,3.242,NA,0.882,54.406,NA,NA,11.37,3565.237,3616.299,881.797,38377.209,memory effect,NA
2017-10-19T22:40:00Z,3.233,3.721,0.884,54.54,0.387,0.623,11.357,NA,NA,NA,NA,NA,NA
2017-10-19T23:10:00Z,3.256,3.715,0.875,54.734,0.386,0.626,11.412,NA,NA,NA,NA,NA,NA
2017-10-19T23:40:00Z,3.228,3.688,0.873,54.398,NA,NA,11.358,NA,NA,NA,NA,memory effect,NA
2017-10-20T00:10:00Z,3.244,3.72,0.884,54.573,0.387,0.625,11.405,3544.194,3473.124,864.415,38658.183,NA,NA
2017-10-20T00:40:00Z,3.265,3.739,0.882,54.936,0.388,0.628,11.457,NA,NA,NA,NA,NA,NA
2017-10-20T01:10:00Z,3.255,3.711,0.876,54.664,NA,NA,11.433,NA,NA,NA,NA,memory effect,NA
2017-10-20T02:10:00Z,3.217,NA,0.876,54.249,0.387,0.627,11.403,3564.564,3630.539,872.892,37377.757,memory effect,NA
2017-10-20T02:40:00Z,3.253,3.739,0.874,54.792,NA,NA,11.543,NA,NA,NA,NA,memory effect,NA
2017-10-20T03:10:00Z,3.26,3.725,0.876,54.666,0.388,0.631,11.489,NA,NA,NA,NA,NA,NA
2017-10-20T03:40:00Z,3.277,3.732,0.876,54.912,0.389,0.633,11.533,NA,NA,NA,NA,NA,NA
2017-10-20T04:10:00Z,3.251,3.729,NA,54.784,NA,NA,11.549,3554.684,3455.206,864.747,38149.489,memory effect,NA
2017-10-20T04:40:00Z,3.263,3.723,0.876,54.588,0.389,0.632,11.517,NA,NA,NA,NA,NA,NA
2017-10-20T05:10:00Z,3.263,3.717,0.87,54.748,0.388,0.632,11.516,NA,NA,NA,NA,NA,NA
2017-10-20T06:10:00Z,3.243,NA,0.869,54.423,0.39,0.632,11.489,3633.379,3666.073,885.525,37426.244,memory effect,NA
2017-10-20T06:40:00Z,3.282,3.744,NA,54.909,0.388,0.633,11.539,NA,NA,NA,NA,NA,NA
2017-10-20T07:10:00Z,3.274,3.724,0.87,54.722,NA,NA,11.599,NA,NA,NA,NA,memory effect,NA
2017-10-20T07:40:00Z,3.252,3.724,NA,54.676,0.388,0.63,11.445,NA,NA,NA,NA,NA,NA
2017-10-20T08:10:00Z,3.262,3.729,0.87,54.761,0.388,0.628,11.551,3548.978,3453.875,861.165,37784.278,NA,NA
2017-10-20T08:40:00Z,3.275,3.74,0.868,54.805,NA,NA,11.575,NA,NA,NA,NA,memory effect,NA
2017-10-20T09:10:00Z,3.288,3.727,NA,54.685,0.391,0.624,11.583,NA,NA,NA,NA,anomalous value,NA
2017-10-20T10:10:00Z,3.273,NA,0.882,54.279,NA,NA,11.456,3612.663,3617.633,886.362,37465.55,memory effect,NA
2017-10-20T10:40:00Z,3.268,3.736,0.867,54.597,0.391,0.618,11.569,NA,NA,NA,NA,NA,NA
2017-10-20T11:10:00Z,3.262,3.708,0.873,54.543,0.388,0.616,11.563,NA,NA,NA,NA,NA,NA
2017-10-20T11:40:00Z,3.282,3.707,0.878,54.472,NA,NA,11.55,NA,NA,NA,NA,memory effect,NA
2017-10-20T12:10:00Z,3.298,3.718,0.892,54.567,0.392,0.62,11.697,3583.565,3468.766,866.084,37786.486,NA,NA
2017-10-20T12:40:00Z,3.283,3.711,0.876,54.597,0.391,0.619,11.638,NA,NA,NA,NA,NA,NA
2017-10-20T13:10:00Z,3.297,3.722,0.871,54.465,NA,NA,11.682,NA,NA,NA,NA,memory effect,NA
2017-10-20T14:10:00Z,3.273,NA,0.877,54.327,0.392,0.617,11.599,3616.006,3608.814,884.213,37480.686,memory effect,NA
2017-10-20T14:40:00Z,3.274,3.678,0.876,54.189,NA,NA,11.538,NA,NA,NA,NA,memory effect,NA
2017-10-20T15:10:00Z,3.268,3.692,NA,54.123,0.393,0.61,11.608,NA,NA,NA,NA,NA,NA
2017-10-20T15:40:00Z,3.278,3.689,0.883,54.178,0.39,0.607,11.608,NA,NA,NA,NA,NA,NA
2017-10-20T16:10:00Z,3.266,3.696,0.884,54.229,NA,NA,11.598,3580.458,3411.03,878.917,37951.941,memory effect,NA
2017-10-20T16:40:00Z,3.286,3.691,0.881,54.241,0.392,0.605,11.585,NA,NA,NA,NA,NA,NA
2017-10-20T17:10:00Z,3.273,3.683,0.872,54.021,0.39,0.607,11.581,NA,NA,NA,NA,NA,NA
2017-10-20T18:10:00Z,3.255,NA,0.877,53.889,0.393,0.611,11.598,3574.569,3563.909,880.583,37785.807,memory effect,NA
2017-10-20T18:40:00Z,3.284,3.722,0.889,54.289,0.391,0.614,11.626,NA,NA,NA,NA,NA,NA
2017-10-20T19:10:00Z,3.277,3.693,0.878,54.164,NA,NA,11.644,NA,NA,NA,NA,memory effect,NA
2017-10-20T19:40:00Z,3.31,3.697,0.872,54.274,0.394,0.619,11.668,NA,NA,NA,NA,NA,NA
2017-10-20T20:10:00Z,3.268,3.678,0.853,54.136,0.389,0.613,11.602,3560.487,3421.837,865.425,37430.55,NA,NA
2017-10-20T20:40:00Z,3.281,3.678,0.878,54.291,NA,NA,11.681,NA,NA,NA,NA,memory effect,NA
2017-10-20T21:10:00Z,3.284,3.724,0.875,54.325,0.394,0.619,11.714,NA,NA,NA,NA,NA,NA
2017-10-20T22:10:00Z,3.276,NA,0.88,54.138,NA,NA,11.711,3629.363,3609.265,891.606,37600.738,memory effect,NA
2017-10-20T22:40:00Z,3.287,3.712,0.858,54.289,0.393,0.618,11.703,NA,NA,NA,NA,NA,NA
2017-10-20T23:10:00Z,3.302,3.704,NA,54.396,0.391,0.618,11.705,NA,NA,NA,NA,NA,NA
2017-10-20T23:40:00Z,3.294,3.691,0.874,54.01,NA,NA,11.742,NA,NA,NA,NA,memory effect,NA
2017-10-21T00:10:00Z,3.28,3.686,0.877,54.616,0.394,0.622,11.758,3589.977,3447.849,862.144,38156.911,NA,NA
2017-10-21T00:40:00Z,3.285,3.695,0.884,54.27,0.39,0.618,11.713,NA,NA,NA,NA,NA,NA
2017-10-21T01:10:00Z,3.295,3.696,0.886,54.309,NA,NA,11.75,NA,NA,NA,NA,memory effect,NA
2017-10-21T02:10:00Z,3.292,NA,0.874,54.142,0.392,0.622,11.727,3592.598,3545.477,863.661,37710.45,memory effect,NA
2017-10-21T02:40:00Z,3.3,3.692,0.876,54.134,NA,NA,11.703,NA,NA,NA,NA,memory effect,NA
2017-10-21T03:10:00Z,3.291,3.678,0.875,54.118,0.394,0.623,11.775,NA,NA,NA,NA,NA,NA
2017-10-21T03:40:00Z,3.286,3.687,0.869,54.121,0.387,0.62,11.748,NA,NA,NA,NA,NA,NA
2017-10-21T04:10:00Z,3.293,3.69,0.873,54.16,NA,NA,11.809,3605.902,3444.735,869.016,37315.912,memory effect,NA
2017-10-21T04:40:00Z,3.303,3.7,0.878,54.315,0.395,0.627,11.838,NA,NA,NA,NA,NA,NA
2017-10-21T05:10:00Z,3.311,3.709,0.874,54.277,0.392,0.624,11.78,NA,NA,NA,NA,NA,NA
2017-10-21T06:10:00Z,3.313,NA,0.875,54.542,0.397,0.63,11.865,3606.507,3567.629,870.564,38112.582,memory effect,NA
2017-10-21T06:40:00Z,3.307,3.732,0.881,54.572,0.394,0.63,11.879,NA,NA,NA,NA,NA,NA
2017-10-21T07:10:00Z,3.33,3.732,0.878,54.704,NA,NA,11.934,NA,NA,NA,NA,memory effect,NA
2017-10-21T07:40:00Z,3.31,3.716,0.875,54.412,0.396,0.629,11.902,NA,NA,NA,NA,NA,NA
2017-10-21T08:10:00Z,3.323,3.703,0.873,54.326,0.393,0.622,11.872,3657.897,3462.793,878.02,38111.226,NA,NA
2017-10-21T08:40:00Z,3.32,3.706,0.878,54.395,NA,NA,11.888,NA,NA,NA,NA,memory effect,NA
2017-10-21T09:10:00Z,3.322,3.739,0.886,54.348,0.394,0.619,11.874,NA,NA,NA,NA,NA,NA
2017-10-21T10:10:00Z,3.333,NA,0.888,54.25,NA,NA,11.957,3658.023,3589.804,877.147,38285.748,memory effect,NA
2017-10-21T10:40:00Z,3.33,3.706,0.89,54.243,0.399,0.615,11.947,NA,NA,NA,NA,NA,NA
2017-10-21T11:10:00Z,3.335,3.703,0.885,54.303,0.395,0.612,11.926,NA,NA,NA,NA,NA,NA
2017-10-21T11:40:00Z,3.316,3.701,0.873,54.065,NA,NA,11.894,NA,NA,NA,NA,memory effect,NA
2017-10-21T12:10:00Z,3.301,3.705,NA,54.346,0.399,0.608,11.958,3636.445,3420.723,870.521,37929.286,anomalous value,NA
2017-10-21T12:40:00Z,3.335,3.691,0.912,54.113,0.396,0.604,11.908,NA,NA,NA,NA,NA,NA
2017-10-21T13:10:00Z,3.341,3.703,0.917,54.342,NA,NA,11.968,NA,NA,NA,NA,memory effect,NA
2017-10-21T14:10:00Z,3.321,NA,0.897,53.914,0.397,0.6,11.923,3623.503,3492.922,870.424,37758.366,memory effect,NA
2017-10-21T14:40:00Z,3.35,3.691,0.89,54.007,NA,NA,11.937,NA,NA,NA,NA,memory effect,NA
2017-10-21T15:10:00Z,3.35,3.685,0.886,53.858,0.399,0.598,11.968,NA,NA,NA,NA,NA,NA
2017-10-21T15:40:00Z,3.36,3.705,0.9,54.153,0.399,0.599,12.002,NA,NA,NA,NA,NA,NA
2017-10-21T16:10:00Z,3.352,3.69,0.909,54.094,NA,NA,11.98,3652.034,3395.625,888.36,37353.503,memory effect,NA
2017-10-21T16:40:00Z,3.362,3.69,0.904,54.04,0.402,0.6,12.063,NA,NA,NA,NA,NA,NA
2017-10-21T17:10:00Z,3.357,3.707,0.895,54.205,0.398,0.6,12.066,NA,NA,NA,NA,NA,NA
2017-10-21T18:10:00Z,3.352,NA,0.904,53.951,0.402,0.607,12.066,3668.06,3544.235,885.549,37467.365,memory effect,NA
2017-10-21T18:40:00Z,3.356,3.751,0.897,54.244,0.399,0.608,12.041,NA,NA,NA,NA,NA,NA
2017-10-21T19:10:00Z,3.369,3.716,0.9,54.418,NA,NA,12.13,NA,NA,NA,NA,memory effect,NA
2017-10-21T19:40:00Z,3.361,3.699,0.899,54.269,0.399,0.608,12.036,NA,NA,NA,NA,NA,NA
2017-10-21T20:10:00Z,3.353,3.701,0.885,54.294,0.399,0.609,12.086,3666.022,3458.424,877.745,38685.839,NA,NA
2017-10-21T20:40:00Z,3.381,3.699,0.912,54.253,NA,NA,12.133,NA,NA,NA,NA,memory effect,NA
2017-10-21T22:40:00Z,2.888,3.255,0.968,44.967,0.415,0.607,10.655,3082.476,2971.239,957.37,31788.921,NA,NA
2017-10-21T23:40:00Z,2.497,2.872,1.087,42.888,NA,NA,10.031,2686.654,2604.548,1046.237,30310.131,memory effect,NA
2017-10-22T00:40:00Z,2.453,2.561,1.114,38.73,1.059,1.003,7.91,2597.777,2287.511,1075.693,27828.788,NA,NA
2017-10-22T02:40:00Z,1.846,2.253,1.027,34.334,NA,NA,6.256,1942.74,2057.738,1001.47,24277.056,memory effect,NA
2017-10-22T03:40:00Z,1.862,2.314,1.014,34.989,1.424,0.888,6.415,1942.505,2047.062,973.546,25139.183,NA,NA
2017-10-22T04:10:00Z,1.86,2.241,0.973,36.105,NA,NA,6.493,1961.829,2016.65,926.837,25857.594,memory effect,NA
2017-10-22T05:10:00Z,1.863,2.381,0.973,35.083,1.344,0.799,6.393,1971.209,2155.99,938.606,25020.119,NA,NA
2017-10-22T06:40:00Z,1.825,2.391,0.936,35.42,1.279,0.737,6.409,1930.944,2143.779,900.56,25221.402,NA,NA
2017-10-22T07:40:00Z,1.834,2.405,0.937,35.292,1.256,0.685,6.315,1935.5,2148.715,897.561,25126.836,NA,NA
2017-10-22T08:40:00Z,1.787,2.301,0.91,34.319,NA,NA,6.156,1875.786,2054.825,874.885,24622.521,memory effect,NA
2017-10-22T10:40:00Z,1.524,2.075,0.886,31.204,1.234,0.599,5.347,1580.013,1897.448,846.541,22283.55,NA,NA
2017-10-22T11:10:00Z,1.518,1.988,0.86,32.796,1.225,0.602,5.392,NA,NA,NA,NA,NA,NA
2017-10-22T11:40:00Z,1.555,2.027,0.629,33.337,NA,NA,5.588,NA,NA,NA,NA,memory effect,NA
2017-10-22T12:40:00Z,1.581,2.197,0.88,32.607,1.187,0.569,5.551,1666.198,1946.458,837.975,23621.439,NA,NA
2017-10-22T14:10:00Z,1.576,NA,0.871,33.299,1.149,0.543,5.587,1673.211,1924.074,818.054,23882.251,memory effect,NA
2017-10-22T14:40:00Z,1.576,2.075,0.828,34.15,NA,NA,5.68,NA,NA,NA,NA,memory effect,NA
2017-10-22T15:10:00Z,1.57,2.084,0.84,34.371,1.125,0.529,5.56,NA,NA,NA,NA,NA,NA
2017-10-22T15:40:00Z,1.587,2.098,0.829,34.506,1.113,0.516,5.605,NA,NA,NA,NA,NA,NA
2017-10-22T16:10:00Z,1.613,2.13,0.865,34.819,NA,NA,5.847,1704.28,1916.044,765.406,25048.387,memory effect,NA
2017-10-22T17:10:00Z,1.62,2.255,0.857,33.907,1.101,0.484,5.686,1720.653,1991.272,794.539,24617.507,NA,NA
2017-10-22T18:40:00Z,1.527,2.137,0.842,32.976,1.046,0.466,5.512,1579.228,1861.137,755.543,23987.463,NA,NA
2017-10-22T19:40:00Z,1.4,2.037,0.817,31.946,1.008,0.477,5.274,1477.373,1802.382,747.163,23173.893,NA,NA
2017-10-22T20:40:00Z,1.39,2.018,0.808,31.791,NA,NA,5.429,1434.601,1775.138,722.519,22973.573,memory effect,NA
2017-10-22T22:10:00Z,1.3,NA,0.789,30.952,NA,NA,5.22,1402.98,1747.195,719.151,22449.412,memory effect,NA
2017-10-22T22:40:00Z,1.366,1.907,0.774,32.151,0.941,0.51,5.098,NA,NA,NA,NA,NA,NA
2017-10-22T23:10:00Z,1.332,1.906,0.764,32.396,0.934,0.517,5.133,NA,NA,NA,NA,NA,NA
2017-10-23T00:10:00Z,1.365,2.019,0.772,32.185,0.922,0.523,5.2,1428.204,1787.235,696.557,22995.257,NA,NA
2017-10-23T00:40:00Z,1.388,1.963,0.753,33.067,0.912,0.525,5.245,NA,NA,NA,NA,NA,NA
2017-10-23T02:10:00Z,1.392,NA,0.769,32.343,0.888,0.514,5.261,1496.342,1892.937,705.957,23608.197,memory effect,NA
2017-10-23T03:10:00Z,1.423,2.086,0.755,32.499,0.874,0.506,5.279,1461.594,1835.106,682.233,23451.605,NA,NA
2017-10-23T04:10:00Z,1.392,2.038,0.749,32.71,NA,NA,5.399,1448.788,1815.784,675.895,23969.042,memory effect,NA
2017-10-23T05:10:00Z,1.372,2.072,0.748,32.84,0.836,0.505,5.266,1438.459,1797.293,668.567,23482.772,NA,NA
2017-10-23T06:40:00Z,1.339,2.01,0.721,32.397,0.802,0.509,5.164,1415.359,1821.956,670.994,23493,NA,NA
2017-10-23T07:40:00Z,1.245,1.942,0.736,32.172,0.784,0.518,5.07,1317.439,1705.767,644.366,22915.791,NA,NA
2017-10-23T08:40:00Z,1.228,1.907,0.711,31.974,NA,NA,5.144,1271.128,1679.52,635.278,22857.586,memory effect,NA
2017-10-23T10:40:00Z,1.102,1.74,0.7,30.135,0.748,0.552,4.721,NA,NA,NA,NA,NA,NA
2017-10-23T11:40:00Z,1.015,1.696,0.711,28.647,NA,NA,4.636,NA,NA,NA,NA,memory effect,NA
2017-10-23T12:40:00Z,0.909,1.545,0.694,26.98,0.716,0.575,4.183,NA,NA,NA,NA,NA,NA
2017-10-23T15:20:00Z,0.961,1.603,0.76,28.176,1.381,0.666,4.388,1084.861,1487.363,738.495,21028.855,NA,NA
2017-10-23T15:50:00Z,0.936,1.543,0.651,27.78,0.761,0.617,4.168,NA,NA,NA,NA,NA,NA
2017-10-23T16:20:00Z,0.973,1.53,0.684,28.893,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-23T17:20:00Z,1.015,1.671,NA,28.081,0.709,0.592,4.331,1046.171,1458.353,628.072,19592.381,anomalous value,NA
2017-10-23T17:50:00Z,1.034,1.091,0.657,28.716,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-23T18:20:00Z,1.071,1.636,0.655,28.974,0.691,0.571,4.373,NA,NA,NA,NA,NA,NA
2017-10-23T19:20:00Z,1.166,NA,NA,29.293,NA,NA,NA,1155.093,1631.003,634.221,20700.918,memory effect,NA
2017-10-23T20:20:00Z,1.125,1.73,0.668,29.172,0.676,0.546,4.556,1174.433,1553.283,623.842,20563.081,NA,NA
2017-10-23T21:20:00Z,1.157,1.768,0.737,29.919,0.663,0.53,4.636,1208.079,1573.39,627.134,21037.124,NA,NA
2017-10-23T21:50:00Z,1.194,1.797,0.669,31.13,0.658,0.521,4.683,NA,NA,NA,NA,NA,NA
2017-10-23T22:20:00Z,1.187,1.788,0.705,30.919,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-23T23:50:00Z,1.222,1.669,0.724,31.23,NA,NA,NA,1296.706,1719.311,630.494,21674.972,memory effect,NA
2017-10-24T00:20:00Z,1.235,1.864,0.666,31.513,0.633,0.483,4.803,NA,NA,NA,NA,NA,NA
2017-10-24T00:50:00Z,1.312,1.877,0.633,32.05,0.629,0.476,4.845,NA,NA,NA,NA,NA,NA
2017-10-24T01:20:00Z,1.276,1.927,0.684,32.649,NA,NA,NA,1346.432,1715.901,636.173,22583.556,memory effect,NA
2017-10-24T01:50:00Z,1.298,1.927,0.704,32.501,0.634,0.477,4.985,NA,NA,NA,NA,NA,NA
2017-10-24T02:20:00Z,1.331,1.964,0.687,33.029,0.628,0.479,4.98,NA,NA,NA,NA,NA,NA
2017-10-24T03:20:00Z,1.376,NA,0.705,33.665,0.633,0.462,5.121,1473.408,1939.812,661.544,23341.602,memory effect,NA
2017-10-24T03:50:00Z,1.381,2.047,0.69,33.96,0.626,0.456,5.164,NA,NA,NA,NA,NA,NA
2017-10-24T04:20:00Z,1.421,2.073,0.696,35.493,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T04:50:00Z,1.421,2.068,0.727,34.481,0.624,0.45,5.188,NA,NA,NA,NA,NA,NA
2017-10-24T05:20:00Z,1.444,2.264,0.697,34.521,0.625,0.446,5.265,1526.799,1879.593,652.75,24149.123,NA,NA
2017-10-24T05:50:00Z,1.445,2.11,0.702,34.979,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T06:20:00Z,1.451,2.119,0.679,35.704,0.623,0.441,5.31,NA,NA,NA,NA,NA,NA
2017-10-24T07:20:00Z,1.499,NA,0.69,35.836,NA,NA,NA,1615.426,2088.191,677.833,24387.826,memory effect,NA
2017-10-24T07:50:00Z,1.501,2.174,0.702,35.766,0.615,0.425,5.375,NA,NA,NA,NA,NA,NA
2017-10-24T08:20:00Z,1.512,2.201,0.74,36.259,0.62,0.421,5.475,NA,NA,NA,NA,NA,NA
2017-10-24T08:50:00Z,1.535,2.205,0.7,36.169,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T09:20:00Z,1.532,2.218,0.698,36.11,0.593,0.382,5.456,1659.91,2002.756,665.599,24892.291,NA,NA
2017-10-24T09:50:00Z,1.555,2.238,0.707,36.351,0.606,0.392,5.511,NA,NA,NA,NA,NA,NA
2017-10-24T10:20:00Z,1.577,2.25,0.716,36.616,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T11:20:00Z,1.573,NA,0.717,36.358,0.6,0.369,5.564,1719.939,2171.425,688.112,25193.523,memory effect,NA
2017-10-24T11:50:00Z,1.606,2.315,0.717,36.261,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T12:20:00Z,1.603,2.268,0.715,36.774,0.592,0.358,5.616,NA,NA,NA,NA,NA,NA
2017-10-24T12:50:00Z,1.596,2.197,0.723,36.429,0.581,0.344,5.547,NA,NA,NA,NA,NA,NA
2017-10-24T13:20:00Z,1.602,2.256,0.716,36.53,NA,NA,NA,1739.517,2067.812,686.98,25748.128,memory effect,NA
2017-10-24T13:50:00Z,1.572,2.314,0.712,36.292,0.567,0.332,5.461,NA,NA,NA,NA,NA,NA
2017-10-24T14:20:00Z,1.588,2.209,0.713,35.802,0.565,0.331,5.455,NA,NA,NA,NA,NA,NA
2017-10-24T15:20:00Z,1.61,NA,0.733,35.913,0.572,0.329,5.499,1767.219,2158.919,694.186,24584.82,memory effect,NA
2017-10-24T15:50:00Z,1.642,2.261,0.735,36.235,0.575,0.324,5.525,NA,NA,NA,NA,NA,NA
2017-10-24T16:20:00Z,1.642,2.276,0.739,36.29,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T16:50:00Z,1.697,2.335,0.778,36.994,0.602,0.316,5.683,NA,NA,NA,NA,NA,NA
2017-10-24T17:20:00Z,1.704,2.345,0.78,36.939,0.614,0.305,5.721,1827.447,2100.627,746.787,25600.048,NA,NA
2017-10-24T17:50:00Z,1.702,2.351,0.795,37.1,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T18:20:00Z,1.673,2.316,0.812,36.561,0.637,0.296,5.697,NA,NA,NA,NA,NA,NA
2017-10-24T19:20:00Z,1.645,NA,0.838,36.276,NA,NA,NA,1763.871,2192.04,825.222,24560.809,memory effect,NA
2017-10-24T19:50:00Z,1.634,2.262,0.822,35.641,0.628,0.296,5.587,NA,NA,NA,NA,NA,NA
2017-10-24T20:20:00Z,1.654,2.302,NA,36.474,0.628,0.3,5.664,NA,NA,NA,NA,anomalous value,NA
2017-10-24T20:50:00Z,1.646,2.302,0.828,36.309,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T21:20:00Z,1.624,2.297,0.829,36.065,0.603,0.298,5.639,1786.488,2113.052,795.175,25088.619,NA,NA
2017-10-24T21:50:00Z,1.672,2.349,0.835,37.053,0.605,0.303,5.752,NA,NA,NA,NA,NA,NA
2017-10-24T22:20:00Z,1.707,2.377,0.817,37.208,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-24T23:20:00Z,1.728,NA,0.809,37.729,0.592,0.305,5.869,1860.742,2308.844,792.443,25363.676,memory effect,NA
2017-10-24T23:50:00Z,1.748,2.437,0.813,38.051,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-10-25T00:20:00Z,1.765,2.529,0.81,38.217,0.58,0.306,5.932,NA,NA,NA,NA,NA,NA
2017-10-25T00:50:00Z,1.768,2.449,0.831,38.393,0.572,0.302,5.942,NA,NA,NA,NA,NA,NA
2017-10-25T01:20:00Z,1.793,2.496,0.811,38.866,NA,NA,NA,1901.042,2223.617,761.464,26451.485,memory effect,NA
